0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;negative
0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;negative
1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;negative
0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;positive
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;positive
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;negative